,prop_dev,marg_dev
0,0,
1,0.196021431,0.196021431
2,0.30845694,0.112435509
3,0.398205424,0.089748484
4,0.494948254,0.09674283
5,0.578465452,0.083517198
6,0.660511353,0.082045901
7,0.732627447,0.072116094
8,0.802622816,0.069995369
9,0.863834658,0.061211842
10,0.910432362,0.046597704
