"","V1","V2"
"1",10.5047115759575,-1.36102698613888
"2",14.6682125346577,-0.0293663124221175
"3",14.6682125346577,-0.0293663124221175
"4",-2.53352636740564,-9.6246439842266
"5",-0.886529741571423,8.09773724394582
"6",14.6682125346577,-0.0293663124221175
"7",-11.4418001674736,-6.48564749429208
"8",6.26463416602811,11.6213057392898
"9",9.57368664857201,-1.99018597981227
"10",2.8583580009508,9.5691631792117
"11",4.21056174854017,3.08168213891005
"12",13.3600743197227,-1.16289361021885
"13",-2.95552517590962,-1.33608063266757
"14",1.50045838017987,-6.67885092803266
"15",12.6153844039936,-1.36217606545
"16",9.20910823891627,-3.41431862552809
"17",10.5047115759575,-1.36102698613888
"18",14.6682125346577,-0.0293663124221175
"19",12.5587839934454,7.17859661424086
"20",8.31746229669226,12.9541154923177
"21",5.83775947264263,-3.99754937428118
"22",9.95379815464537,-3.21503617029694
"23",9.20910823891627,-3.41431862552809
"24",-0.300796804688993,8.56847829791866
"25",-3.88655010329507,-1.96523962634096
"26",11.1300808250052,6.58956858655831
"27",7.64727613471892,-3.48625822511241
"28",0.328912644480564,-6.89342783343559
"29",11.8555940063447,6.33518059333725
"30",9.91229822601692,-2.57090260462448
"31",1.66290980839312,-6.60723120662105
"32",-3.54237203284395,-3.14662342610641
"33",12.6153844039936,-1.36217606545
"34",0.466918292841738,8.81707005099602
"35",7.38643736930681,12.3249564986443
"36",9.51345381224364,-2.4701857652994
"37",7.68877606334737,-4.13039179078487
"38",13.3185743910942,-0.518760044546389
"39",1.81655643640524,9.30646378312029
"40",14.6682125346577,-0.0293663124221175
"41",-1.17564562004998,-8.98019054038143
"42",2.59393473577857,-5.97807221294766
"43",5.63926491698032,3.6707101665926
"44",4.34241729311535,-5.58939532014847
"45",0.694753233126541,8.6028130237658
"46",7.61427230959161,12.1106994714141
"47",-4.46000548928756,6.16199357088852
"48",1.39794322022719,9.44622904466941
"49",5.06918597347043,-4.55508864654296
"50",5.74935077876944,-3.76098192348556
"51",-0.699641218462278,8.66919513724373
"52",12.3875494637088,-1.14791903821978
"53",-2.6155614284076,8.14219653138229
"54",9.19657336102241,-2.49455428393561
"55",10.656988141746,-2.37162014939332
"56",-9.16885337629371,2.37565653806046
"57",12.3875494637088,-1.14791903821978
"58",14.0632643068233,-0.319477589315235
"59",-11.7791674580947,1.30188297787198
"60",7.72380465992794,4.53742602648022
"61",-6.67528504816495,4.75756409644902
"62",-2.71152293195077,6.55067046368771
"63",-0.658694801286622,7.8834802167156
"64",6.30613409465656,10.9771721736173
"65",4.21056174854017,3.08168213891005
"66",12.5587839934454,7.17859661424086
"67",-4.6542652008258,-2.21383137941833
"68",1.39794322022719,9.44622904466941
"69",-1.2400643358666,7.78425959252437
"70",12.6153844039936,-1.36217606545
"71",10.5047115759575,-1.36102698613888
"72",12.6153844039936,-1.36217606545
"73",-10.6629307478222,2.60620091217971
"74",13.3185743910942,-0.518760044546389
"75",7.74869345819266,-3.53725276007038
"76",9.19657336102241,-2.49455428393561
"77",12.4290493923372,-1.79205260389224
"78",8.45188344529331,-2.69383673916677
"79",5.46422049639405,-4.88574456079397
"80",7.90097002398122,-4.54784592332482
"81",7.0659244923054,3.27981551483009
"82",14.0632643068233,-0.319477589315235
"83",14.6682125346577,-0.0293663124221175
"84",7.88067756800994,-4.30118242729587
"85",-0.886529741571423,8.09773724394582
"86",-0.122388955341719,8.73015587941264
"87",6.3952454237795,-4.25658556712058
"88",12.6153844039936,-1.36217606545
"89",-0.902697045245475,-0.00327087963968919
"90",-2.93935787223557,6.76492749091793
"91",5.56144417892746,10.7778897183862
"92",-15.185443623172,-0.750259582206108
"93",8.31746229669226,12.9541154923177
"94",13.3185743910942,-0.518760044546389
"95",13.3185743910942,-0.518760044546389
"96",-7.65605250797101,4.6174789567272
"97",3.73746906528095,-5.87950659704158
"98",3.45077135089134,10.7790387976973
"99",7.17175663655518,-3.71135274746664
"100",1.22289879964092,0.889774317282843
"101",-3.15947653275132,-0.763566788406728
"102",14.4403775943729,0.184890714808105
"103",8.45188344529331,-2.69383673916677
"104",-1.26364302912103,7.59336893982248
"105",-5.76814370422261,5.02846627309179
"106",4.93607492987968,2.82729414568898
"107",13.7371876072723,-0.658525306095508
"108",12.6153844039936,-1.36217606545
"109",13.7371876072723,-0.658525306095508
"110",0.694753233126541,8.6028130237658
"111",4.46423774563602,-4.84519992343608
"112",14.0632643068233,-0.319477589315235
"113",5.29733635523831,-4.88248491900054
"114",12.5587839934454,7.17859661424086
"115",-2.00833294485012,7.39408648459132
"116",10.5047115759575,-1.36102698613888
"117",-11.7382210409191,0.516168057343841
"118",8.31746229669226,12.9541154923177
"119",8.31746229669226,12.9541154923177
"120",11.6843594766081,-1.99133505912339
"121",-0.161767940503152,-8.26743723210652
"122",1.10770411297932,-7.38641633746573
"123",-0.613384981808513,7.46928572596907
"124",3.45077135089134,10.7790387976973
"125",-7.21570816556927,3.87262855172966
"126",13.3185743910942,-0.518760044546389
"127",6.26463416602811,11.6213057392898
"128",6.21272030297281,-4.45652303063688
"129",12.6153844039936,-1.36217606545
"130",-0.480273938217761,0.086902933737127
"131",-5.76814370422261,5.02846627309179
"132",-3.18697382208568,-10.9571338590818
"133",-10.0130969990335,-5.89661946660954
"134",-0.613384981808513,7.46928572596907
"135",-8.44177980574995,3.5773293759947
"136",2.07739520181735,-6.5047509406364
"137",14.6682125346577,-0.0293663124221175
"138",5.56019989210368,3.57107587103432
"139",13.3185743910942,-0.518760044546389
"140",7.72380465992794,4.53742602648022
"141",-0.161767940503152,-8.26743723210652
"142",14.6682125346577,-0.0293663124221175
"143",2.10325415079485,-7.35208161161859
"144",-4.68784042957236,6.37625059811874
"145",-4.24749608717063,5.63140019312121
"146",-9.40461301646041,-5.35603484657393
"147",8.05303903152002,-2.59311989984169
"148",2.74758136379069,9.93562277679368
"149",14.6682125346577,-0.0293663124221175
"150",-3.88655010329507,-1.96523962634096
"151",6.68324738220616,11.4815404777407
"152",12.5587839934454,7.17859661424086
"153",-7.61116698701663,-4.17545269895517
"154",11.6843594766081,-1.99133505912339
"155",5.81387588919952,-4.35580619131181
"156",10.4268908379046,5.7461525656547
"157",-0.236271694258908,7.97365403009241
"158",8.31746229669226,12.9541154923177
"159",14.6682125346577,-0.0293663124221175
"160",1.28579652084351,-7.11159951074439
