,prop_dev,marg_dev
0,0,
1,0.250506514,0.250506514
2,0.395837653,0.145331139
3,0.507082349,0.111244697
4,0.620751686,0.113669337
5,0.722613799,0.101862113
6,0.804049417,0.081435618
7,0.875243491,0.071194074
8,0.941794588,0.066551097
9,0.980468643,0.038674055
10,0.992951569,0.012482926
