"","V1"
"1",8.35494986905312
"2",11.7063617015114
"3",11.7063617015114
"4",-3.61948526768631
"5",2.05513435830048
"6",11.7063617015114
"7",-10.2637771658847
"8",8.34083868068931
"9",7.34629714498074
"10",5.01431825043254
"11",5.06622509439378
"12",10.2781958343346
"13",-2.2931865584896
"14",-1.53582680506182
"15",9.50632530526468
"16",6.17980487500792
"17",8.35494986905312
"18",11.7063617015114
"19",11.6295634553486
"20",10.540875076936
"21",2.79934634926733
"22",6.9516754040778
"23",6.17980487500792
"24",2.20952135024709
"25",-3.30183928256198
"26",11.4168290549469
"27",4.20326258505417
"28",-2.552030334702
"29",10.8304077235005
"30",6.97896060685603
"31",-0.784985036972526
"32",-2.36541453771304
"33",9.50632530526468
"34",3.18161839231053
"35",9.53222235286364
"36",6.57427164765296
"37",4.17597738227594
"38",10.3054810371128
"39",4.58249905670914
"40",11.7063617015114
"41",-2.36649954304363
"42",0.223667687099859
"43",5.27895949479554
"44",2.02923731070153
"45",3.39111538453481
"46",9.74171934508791
"47",-1.74097466932363
"48",4.19027111638292
"49",2.54153539328424
"50",3.14046461213879
"51",1.80483239104403
"52",9.29682831304041
"53",-0.390996529020604
"54",6.92678400187629
"55",7.75083113592591
"56",-5.19189968378358
"57",9.29682831304041
"58",11.0773515661827
"59",-8.82186343771121
"60",8.09030862469012
"61",-4.69185283365964
"62",0.0645949542780385
"63",2.26463135052475
"64",8.31355347791107
"65",5.06622509439378
"66",11.6295634553486
"67",-4.27393632462542
"68",4.19027111638292
"69",1.34876356593063
"70",9.50632530526468
"71",8.35494986905312
"72",9.50632530526468
"73",-8.93424104851053
"74",10.3054810371128
"75",5.35575774095829
"76",6.92678400187629
"77",9.26954311026218
"78",6.15491347280641
"79",3.22062098287586
"80",4.75163900783108
"81",6.98947105967522
"82",11.0773515661827
"83",11.7063617015114
"84",5.7165208602521
"85",2.05513435830048
"86",2.18644362365094
"87",4.22927370694824
"88",9.50632530526468
"89",-0.0931501622428841
"90",-0.144902037946234
"91",7.5416829488412
"92",-12.148383867968
"93",10.540875076936
"94",10.3054810371128
"95",10.3054810371128
"96",-5.52532541519787
"97",1.4002271753728
"98",6.39030751262963
"99",4.5663916469968
"100",2.13193260446323
"101",-3.01674312380066
"102",11.4968647092871
"103",6.15491347280641
"104",1.63562121519603
"105",-3.16914053650046
"106",4.47980376294743
"107",10.697708977439
"108",9.50632530526468
"109",10.697708977439
"110",3.39111538453481
"111",1.91252525795552
"112",11.0773515661827
"113",2.34327752415394
"114",11.6295634553486
"115",0.86375068612615
"116",8.35494986905312
"117",-8.36206447823048
"118",10.540875076936
"119",10.540875076936
"120",8.4976725811923
"121",-3.18327930234955
"122",-1.58917531483541
"123",1.96294951735797
"124",6.39030751262963
"125",-5.14792165877303
"126",10.3054810371128
"127",8.34083868068931
"128",3.71809488155719
"129",9.50632530526468
"130",0.0246811476947834
"131",-3.16914053650046
"132",-4.59382114206858
"133",-10.051042765483
"134",1.96294951735797
"135",-4.90680352502226
"136",-0.746460711100327
"137",11.7063617015114
"138",6.46710575879239
"139",10.3054810371128
"140",8.09030862469012
"141",-3.18327930234955
"142",11.7063617015114
"143",-0.407581280547693
"144",-1.9504716615479
"145",-1.57306790512307
"146",-7.69757613630714
"147",5.75022451360334
"148",5.59115178078152
"149",11.7063617015114
"150",-3.30183928256198
"151",8.73306662101553
"152",11.6295634553486
"153",-7.27113726749903
"154",8.4976725811923
"155",3.31340592235412
"156",10.6176733230988
"157",2.38246266046242
"158",10.540875076936
"159",11.7063617015114
"160",-1.20449818007698
"161",-1.75708207903596
"162",6.40329898130089
"163",11.7063617015114
"164",-4.15596175693296
"165",10.2781958343346
"166",9.74171934508791
"167",-0.784985036972526
"168",7.55579413720501
"169",-8.20299174540866
"170",11.7063617015114
"171",-0.960165179506682
"172",6.46710575879239
"173",10.3054810371128
"174",10.3054810371128
"175",6.15491347280641
"176",11.4968647092871
"177",0.0567817064240391
"178",10.6999478097578
"179",8.17034427903036
"180",9.19274486409943
"181",10.540875076936
"182",10.540875076936
"183",8.35494986905312
"184",8.35494986905312
"185",10.2781958343346
"186",11.7063617015114
"187",1.4002271753728
