,prop_dev,marg_dev
0,0,
1,0.186795612,0.186795612
2,0.287644438,0.100848826
3,0.384252994,0.096608556
4,0.48277663,0.098523636
5,0.570563489,0.087786859
6,0.657884359,0.087320869
7,0.736264116,0.078379757
8,0.81805871,0.081794594
9,0.87875447,0.06069576
10,0.922134611,0.043380141
