,prop_dev,marg_dev
0,0,
1,0.193199008,0.193199008
2,0.29893335,0.105734342
3,0.391240368,0.092307018
4,0.493098457,0.101858089
5,0.58777514,0.094676682
6,0.660042441,0.072267301
7,0.74375089,0.083708449
8,0.81952126,0.075770369
9,0.870195489,0.050674229
10,0.919862859,0.04966737
