,prop_dev,marg_dev
0,0,
1,0.179915376,0.179915376
2,0.298994081,0.119078706
3,0.415471979,0.116477898
4,0.515829382,0.100357403
5,0.607513898,0.091684516
6,0.690998755,0.083484857
7,0.764719132,0.073720377
8,0.82852451,0.063805378
9,0.883832358,0.055307849
10,0.923006109,0.039173751
