,prop_dev,marg_dev
0,0,
1,0.273425691,0.273425691
2,0.363454102,0.09002841
3,0.452725349,0.089271247
4,0.536566574,0.083841225
5,0.617101013,0.080534439
6,0.691546216,0.074445203
7,0.772740634,0.081194418
8,0.836649784,0.06390915
9,0.903587623,0.06693784
10,0.951803066,0.048215443
