"","V1","V2"
"1",11.7100065911116,-1.54757544479823
"2",16.7983230566572,1.32718838484333
"4",-2.20017224046527,-12.2498567618639
"14",3.56253271498357,-7.62026560879298
"18",16.7983230566572,1.32718838484333
"20",6.91071365392223,15.5702752514075
"28",2.43456639670444,-7.7997914287162
"34",-1.16396988596017,10.1566494321851
"37",9.90103142902701,-3.40665172486919
"46",6.45784448676799,14.658330682739
"47",-5.96314772704772,6.44192374633241
"51",-2.03728313364189,9.43521161156609
"53",-3.88093953150054,9.25156701909535
"61",-7.96595166389646,5.16819835408014
"65",3.97082265470148,3.95167914524225
"67",-4.3905156816559,-2.21994332884878
"70",14.9375711985706,0.242390506875847
"71",11.7100065911116,-1.54757544479823
"81",7.67671541328399,5.81144732357152
"82",15.8687685168483,1.22413730219954
"91",4.59709262868133,13.5735328047716
"96",-8.57865822228065,4.98923132623464
"99",9.07740063565064,-3.90142115039274
"112",15.8687685168483,1.22413730219954
"113",7.25920322176126,-4.92720808487677
"120",14.2648251494747,-0.299729036069027
"126",15.3904403657248,1.15433507554434
"127",5.04996179583558,14.4854773734401
"129",14.9375711985706,0.242390506875847
"134",-2.3265167109817,8.77182875514924
"136",3.8815176452036,-7.26316234983444
"142",16.7983230566572,1.32718838484333
"147",9.81018617545817,-2.99614909234849
"155",7.75501641939917,-4.55326428660564
"159",16.7983230566572,1.32718838484333
"161",2.87034010363068,-7.78900014554446
"168",11.2571374239573,-2.45952001346672
"171",3.64454530303398,-7.79449060960757
"172",5.37870534563389,4.12453245454124
"175",9.84925473302492,-2.63237332276571
"176",16.5784461747156,1.69701341056694
"178",15.8042409753123,1.70250387463005
"188",2.29343291805264,1.37624715252991
"189",4.22198150243592,-6.9977600982702
"193",7.15033655390456,5.06391180829844
"198",11.2571374239573,-2.45952001346672
"199",8.13790311658157,-4.35584702604557
"200",12.3362765650914,8.07427821473109
"208",9.87471371699419,-3.474515664779
"209",12.8178739009755,-0.836358114950794
"210",7.01228790033147,-5.80991113765894
"211",16.7983230566572,1.32718838484333
"213",9.87471371699419,-3.474515664779
"226",14.7431533005982,-0.229926809413829
"231",16.7983230566572,1.32718838484333
"243",10.2471449292379,7.36912130990641
"245",12.7891457322457,8.98622278339958
"246",15.3513718081581,0.790559305961558
"249",-5.93610928755954,7.6944518248382
"250",16.1255770075614,0.785068841898451
"253",9.7672421449745,-2.45814832195112
"255",1.36952802122235,11.7835668530975
"257",6.91071365392223,15.5702752514075
"260",16.7983230566572,1.32718838484333
"261",0.530094666718605,-11.425160316352
"269",-2.10931974304177,-1.32565219893074
"270",16.7983230566572,1.32718838484333
"272",6.91071365392223,15.5702752514075
"275",9.39638556587067,-3.5443178914342
"276",7.90649028688785,-3.5429461999186
"284",-9.52530822231755,3.98502695809411
"289",5.5653366518323,-6.3465402165407
"295",6.91071365392223,15.5702752514075
"299",9.72409857756906,-3.57482746954294
"306",3.70458479374565,-7.43133809450818
"311",16.1255770075614,0.785068841898451
"312",12.7891457322457,8.98622278339958
"316",-3.55627099154093,-1.86228127781251
"330",15.4158993496941,0.312192733531044
"332",-7.13170697378149,5.52586040511641
"334",0.815170347571681,-9.34611533980162
"335",-14.2266067657785,-0.268355801422162
"342",3.67585662501578,2.3912428038422
"347",4.44185838437753,-7.36758512399382
"348",10.3275828841484,-2.56257109611051
"349",-2.96553753049548,-1.14593673405305
"352",16.1255770075614,0.785068841898451
"353",14.6786257590622,0.248439763016684
"354",9.39638556587067,-3.5443178914342
"355",16.5784461747156,1.69701341056694
"356",2.99490713587837,-7.90421420287559
"367",-15.6690699634533,-1.64650396783382
"382",5.30852816111928,-5.90747175623962
"388",-16.4432751628567,-1.64101350377072
"389",5.63550659249226,-7.64924320121372
