"","V1"
"656",10.2295220980039
"657",8.45613395568696
"659",10.714761842329
"661",6.02392898463885
"662",-5.63210313943076
"663",6.75709658346754
"665",3.75792720399322
"666",4.31403021226889
"667",10.9035870141851
"668",-9.46140477288875
"669",8.14982749305486
"670",-2.06194958986624
"673",-2.26463359226087
"674",0.0235304391517357
"675",3.63605922591776
"677",5.47173204653318
"678",9.07182026373965
"679",4.84400997100193
"680",11.4596900224607
"681",8.07896422910422
"683",-8.02423131102735
"684",-8.1791336508134
"687",5.47173204653318
"688",4.36922682474645
"689",9.07182026373965
"690",6.27185683914251
"691",11.6953990860402
"693",6.57215426120987
"694",11.6953990860402
"695",-6.87310252799562
"696",0.178432778937784
"697",3.09969881063099
"700",3.21101185225542
"702",-9.35009173126432
"703",8.6597265978636
"704",11.6953990860402
"706",9.30752932731915
"708",5.086258899722
"709",7.04152754667352
"711",-2.26463359226087
"712",5.34986406845772
"713",-2.65320015393106
"714",1.41302460406655
"715",-7.07578653039024
"716",10.714761842329
"717",11.6953990860402
"718",10.9035870141851
"723",10.2295220980039
"725",-10.095622495748
"726",4.60101915539697
"727",1.19690958764809
"732",4.31403021226889
"734",9.98159424350028
"735",9.98159424350028
"736",0.448064674587339
"737",11.6953990860402
"738",-1.53846547846118
"739",10.9035870141851
"741",2.29023314253074
"743",-4.16726360665693
"745",11.6524319272458
"747",3.91673561394927
"748",1.21277604650948
"749",10.2295220980039
"751",6.27185683914251
"755",10.1404026534563
"756",2.8299077063946
"758",11.6953990860402
"760",3.04602272281306
"763",-3.9240837209597
"764",0.606873084543391
"769",11.6953990860402
"774",5.47173204653318
"777",0.288903921925796
"781",-7.90640834030484
"782",-5.03490166350058
"784",6.61308724106792
"788",1.52886585522818
"789",7.75253289473524
"791",-12.3699276966221
"793",7.75253289473524
"798",-1.45456533980872
"799",-1.10693175799657
"800",-6.04079457283783
"802",5.47173204653318
"804",10.9035870141851
"805",-3.00956177239263
"806",8.32689208360788
"807",11.8685469436643
"808",7.04152754667352
"812",5.47173204653318
"813",2.20293077140931
"815",-0.193242407540232
"816",1.19690958764809
"817",-3.57066471507865
"818",11.4596900224607
"820",7.04152754667352
"821",1.52886585522818
"822",9.30752932731915
"824",8.6597265978636
"826",0.25923950273124
"828",11.8685469436643
"829",3.7045643173346
"830",-4.53893879313494
"831",11.4596900224607
"834",1.69694839952955
"837",-0.898462331533054
"839",8.51571725546398
"842",-6.441568807531
"843",-3.24527083597214
"844",2.1618695171273
"847",6.77189565102397
"848",6.39900640358584
"854",7.10473016527969
"855",-0.0555379066458689
"856",4.19216223419343
"858",4.55805199660255
"861",-0.072588490424878
"864",-0.441827775001447
"865",-7.45982488252323
"868",11.6953990860402
"869",-1.45456533980872
"871",-0.70572042674797
"872",8.6597265978636
"874",-6.32694161732949
"875",2.41140019787283
"876",9.57273732229674
"877",7.12555595974995
"878",10.2295220980039
"879",8.14982749305486
"880",-0.709637159676954
"882",-0.141971828517362
"884",11.6953990860402
"885",8.67452566542003
"886",-5.66911938635982
"887",-0.34814474732628
"888",2.33002810309997
"889",4.13609803779921
"890",11.6953990860402
"896",-3.12839212954804
"897",2.61502443728536
"898",-5.17315651599418
"899",-5.17315651599418
"901",2.20293077140931
"902",-4.84607649164449
"906",5.11415500487821
"907",-0.593795908515324
"908",10.2295220980039
"909",11.6953990860402
"910",-5.63210313943076
"911",4.36922682474645
"912",-0.550828749720903
"914",0.0557229022258953
"918",-5.91583317990336
"920",11.4596900224607
"922",7.51682383115573
"923",-3.61816008341027
"926",-8.41226243776063
"927",11.4596900224607
"930",8.42659781091637
"932",8.14982749305486
"935",6.02392898463885
"936",-3.17276753240713
"937",1.7334292115217
"938",-4.20427985358598
"942",2.47835739165346
"945",8.6597265978636
"947",9.30752932731915
"948",-2.96579920837503
"952",3.00305556401864
"953",-4.16726360665693
"956",10.9035870141851
"957",1.37005744527213
"961",-0.184938987311783
"962",2.1618695171273
"963",11.6953990860402
"964",3.91673561394927
"965",9.57273732229674
"966",10.2295220980039
"967",10.714761842329
"968",-8.54062606316407
"969",-0.900933607024866
"972",10.2295220980039
"973",11.6953990860402
"974",0.207968923708371
"975",-9.46140477288875
"976",-4.59879732712154
"977",-2.30164983918992
"979",7.34970270044553
"980",2.33501737475134
"982",-12.3699276966221
"984",7.73773382717881
"985",-1.17509371221162
"986",-2.61226717407302
"988",0.371164020963886
"989",9.90469358987683
"990",10.9035870141851
"991",11.8685469436643
"993",5.47173204653318
"995",8.14982749305486
"997",11.6953990860402
"999",11.8685469436643
"1001",10.9035870141851
"1002",11.8685469436643
"1003",-11.2122258623578
"1004",9.30752932731915
"1005",11.8685469436643
"1011",2.44255520568452
"1014",9.48067718494319
"1017",10.714761842329
"1019",11.6953990860402
"1020",-3.00956177239263
"1022",11.0623954241411
"1023",-1.29575692985267
"1026",7.73773382717881
"1030",5.48653111408961
"1031",0.212355611007835
"1032",-2.41296288081436
"1033",-3.28228708290119
"1034",-4.92750535480513
"1036",0.606873084543391
"1037",-0.183901532049313
"1038",7.35801542119968
"1039",10.9035870141851
"1043",7.73773382717881
"1045",10.9035870141851
"1046",-2.97411192912918
"1047",9.30752932731915
"1049",3.12240554593455
"1051",9.42939730539462
"1052",9.26456216852473
"1056",-0.550828749720903
"1057",6.27185683914251
"1060",9.07182026373965
"1064",-6.28975988260396
"1065",2.28953221979736
"1066",-10.095622495748
"1067",10.9035870141851
"1068",2.65542198220648
"1070",-6.47918763881196
"1071",-6.441568807531
"1072",-11.2122258623578
"1073",8.14982749305486
"1077",8.5586844142584
"1078",1.37005744527213
"1085",-4.95312476664674
"1086",9.74588517992078
"1088",9.98159424350028
"1090",4.593501839866
"1091",6.52396779652031
"1092",-0.358086844935819
"1093",1.80833748282529
"1095",9.07182026373965
"1096",8.14982749305486
"1097",3.12240554593455
"1098",6.27185683914251
"1099",4.50677211705397
"1100",10.9035870141851
"1101",-0.550828749720903
"1105",8.6597265978636
"1106",8.67452566542003
"1107",9.30752932731915
"1109",-12.3699276966221
"1110",7.73773382717881
"1111",-2.30164983918992
"1115",6.1827373945949
"1118",0.864203347816337
"1122",-4.16726360665693
"1125",0.977066982929974
"1128",10.537697251776
"1129",6.2876933619614
"1131",9.30752932731915
"1134",2.83984980400414
"1135",3.79486763587381
"1136",11.6953990860402
"1137",0.175339364078779
"1138",8.6597265978636
"1140",-4.31074704508641
"1142",10.343086655851
"1143",8.6597265978636
"1144",3.88558990666328
"1145",8.51571725546398
"1146",8.98270081919204
"1147",4.19216223419343
"1152",2.9635971359785
"1158",-0.34814474732628
"1160",1.19690958764809
"1161",-0.550828749720903
"1162",7.73773382717881
"1166",1.17731554048704
"1169",0.0235304391517357
"1170",6.5370648341201
"1171",7.40489931292309
"1173",8.27169547113032
"1174",4.49846869682553
"1176",-1.27013751801107
"1178",11.4596900224607
"1179",1.37005744527213
"1180",10.9035870141851
"1182",4.5497392758484
"1183",3.75792720399322
"1184",-0.141971828517362
"1189",7.91088168480285
"1190",-6.47858505446006
"1191",5.34986406845772
"1194",-6.46093145821499
"1195",9.79276907164419
"1196",6.2471974786588
"1198",11.4596900224607
"1199",-0.532572569123933
"1201",-3.57006213072675
"1202",8.42659781091637
"1210",1.69303166660057
"1211",4.7168604065586
"1212",-0.733617894137466
"1213",8.63506723737989
"1215",5.83510381278275
"1217",-9.35009173126432
"1219",6.58003199291452
"1220",11.4596900224607
"1221",6.78757296525603
"1222",6.94592175532364
"1223",4.83042496440561
"1225",8.80821509500393
"1226",5.83510381278275
"1227",4.5497392758484
"1228",11.6953990860402
"1229",3.91673561394927
"1230",8.6597265978636
"1231",11.0623954241411
"1232",-0.184938987311783
"1233",9.30752932731915
"1236",-6.94144841082563
"1237",10.2295220980039
"1238",-4.28997348336882
"1239",0.25923950273124
"1240",2.47835739165346
"1241",-4.72776396499104
"1242",3.44723405406166
"1243",9.07182026373965
"1248",-6.47858505446006
"1249",3.4250926897375
"1251",11.4596900224607
"1252",11.6953990860402
"1255",6.27185683914251
"1261",5.47173204653318
"1263",2.47835739165346
"1267",5.60009567193663
"1268",5.83510381278275
"1269",7.54244460523062
"1270",3.79486763587381
"1273",9.30752932731915
"1276",7.00368798167449
"1278",5.11415500487821
"1282",6.58003199291452
"1283",7.10473016527969
"1285",2.44255520568452
"1287",-9.35009173126432
"1288",3.08386228781209
"1290",2.66190832900876
"1291",5.85592960725301
"1292",1.21277604650948
"1295",11.8685469436643
"1297",-10.467297682226
"1298",4.55805199660255
"1301",-10.095622495748
"1302",-3.9182982968908
"1303",-1.65080018828861
"1305",10.9035870141851
"1306",-9.23321302484021
"1307",-7.07578653039024
"1308",2.95177568447006
"1311",-1.77939384793583
"1312",3.3633339154092
"1314",11.4596900224607
"1317",8.6597265978636
"1326",-7.7950952986804
"1329",-2.09587242193629
"1330",7.8744008728107
"1332",4.56453834340482
"1334",9.07182026373965
"1336",10.714761842329
"1337",-2.45345876411696
"1338",3.08386228781209
"1339",4.96183294172444
"1343",11.6953990860402
"1348",-2.61226717407302
"1349",-2.82513395059498
"1350",0.727536302184446
"1351",11.4596900224607
"1354",2.47835739165346
"1355",7.15509210452054
"1356",11.6953990860402
"1357",11.4596900224607
"1358",-2.26463359226087
"1360",-10.095622495748
"1361",4.60101915539697
"1362",10.9035870141851
"1363",-3.7288705406828
"1364",-5.17315651599418
"1365",-2.46045824914597
"1366",1.40550728853558
"1367",3.75792720399322
"1369",10.9035870141851
"1370",6.58003199291452
"1374",6.02392898463885
"1376",-8.19299248135192
"1378",10.1404026534563
"1381",10.2295220980039
"1384",7.50202476359931
"1385",5.34986406845772
"1389",-7.90640834030484
"1391",1.52886585522818
"1393",-6.63739346441611
"1394",-1.90314117991019
"1395",-2.53735890276943
"1398",10.9465541729795
"1400",0.775031670516062
"1402",1.28093800072452
"1405",3.60952051153515
"1408",-5.10740496706559
"1409",-2.26463359226087
"1410",-10.8149312640381
"1411",-0.736089169629278
"1412",2.1618695171273
"1413",1.08902871453512
"1414",3.79486763587381
"1415",-4.575955040064
"1416",-0.70572042674797
"1418",9.07182026373965
"1420",8.51571725546398
"1423",11.0623954241411
"1428",10.9035870141851
"1429",10.9465541729795
"1430",3.08386228781209
"1437",9.26456216852473
"1439",9.59755589136729
"1440",-9.35009173126432
"1441",-7.55877475849269
"1442",-2.26463359226087
"1444",7.73773382717881
"1447",8.51571725546398
"1448",-0.540875989352382
"1451",-9.50233775274679
"1452",-0.550828749720903
"1453",6.75709658346754
"1454",7.04152754667352
"1456",-5.36198168785028
"1457",10.9035870141851
"1458",0.175339364078779
"1461",11.8685469436643
"1462",10.9035870141851
"1464",1.7334292115217
"1465",3.63605922591776
"1466",1.00416768286301
"1468",-3.00956177239263
"1469",11.6953990860402
"1471",10.9035870141851
"1474",-1.37965706850513
"1476",-1.5631248389449
"1477",-6.47918763881196
"1478",3.44723405406166
"1479",-2.61226717407302
"1480",4.36922682474645
"1482",-1.34100078196171
"1483",-4.68726808168843
"1484",10.1404026534563
"1489",-0.550828749720903
"1490",10.537697251776
"1491",8.51571725546398
"1492",10.9035870141851
"1493",-1.66743211633069
"1496",4.5497392758484
"1498",9.30752932731915
"1499",-8.30370293862446
"1500",-1.34264082157608
"1501",-2.35292041821279
"1504",-10.6561228540821
"1505",2.1618695171273
"1510",10.9035870141851
"1514",0.606873084543391
"1515",-0.382067579396331
"1518",2.41140019787283
"1519",-5.73365687432829
"1523",1.7334292115217
"1526",5.32772270413356
"1527",-2.15106903441385
"1528",8.6597265978636
"1529",-2.26463359226087
"1531",8.6597265978636
"1533",1.00821269021596
"1534",6.75709658346754
"1536",-1.27013751801107
"1537",10.2295220980039
"1538",-4.36247678693382
"1539",10.9035870141851
"1544",-7.22411581894373
"1545",-0.709637159676954
"1546",-4.88657237494709
"1547",8.6597265978636
"1548",-1.62758492300879
"1549",2.64710926145233
"1550",-4.12676772335432
"1552",8.67452566542003
"1553",4.19216223419343
"1554",6.02392898463885
"1558",11.4596900224607
"1559",1.00416768286301
"1560",3.63605922591776
"1561",11.0623954241411
"1562",-1.51578867920011
"1564",5.32772270413356
"1569",10.2295220980039
"1571",-4.2472470123804
"1572",3.75792720399322
"1573",8.14982749305486
"1574",4.96183294172444
"1575",10.2295220980039
"1578",11.8685469436643
"1579",-2.26463359226087
"1580",-3.09346191104509
"1581",-7.44746171686825
"1582",1.00416768286301
"1583",10.9035870141851
"1584",7.26889597665208
"1589",-3.25357425620059
"1590",-8.268253095361
"1592",5.21777746511569
"1594",-1.34264082157608
"1595",-12.3699276966221
"1596",-5.16923978306519
"1599",-2.17398713651986
"1601",-2.08756900170784
"1603",-6.82682122062411
"1605",3.08386228781209
"1606",9.30752932731915
"1608",-0.550828749720903
"1612",3.52749972678158
"1613",-2.30164983918992
"1616",11.0623954241411
"1622",-2.57177129077041
"1623",-4.17866044174438
"1624",10.2295220980039
"1626",5.23860325958595
"1628",2.78257154664982
"1630",-0.898462331533054
"1631",-2.45345876411696
"1633",-8.91230124964209
"1634",-3.57006213072675
"1636",-4.72776396499104
"1638",-1.82624052628674
"1640",6.94592175532364
"1641",9.98159424350028
"1643",-1.10693175799657
"1645",10.9035870141851
"1646",5.34986406845772
"1647",10.537697251776
"1650",10.2295220980039
"1651",5.83510381278275
"1652",6.98888891411806
"1653",2.44134114472441
"1654",4.36922682474645
"1655",9.96591692926822
"1661",-1.53846547846118
"1665",-5.17315651599418
"1667",7.73773382717881
"1669",-0.532572569123933
"1672",-1.45456533980872
"1673",3.90843219372083
"1674",-0.184938987311783
"1675",11.6953990860402
"1677",-4.01545468172988
"1682",3.01889208683753
"1683",8.6597265978636
"1685",-3.7294731250347
"1687",6.2876933619614
"1689",5.11415500487821
"1691",-5.28446955761861
"1692",8.6597265978636
"1694",0.606873084543391
"1696",1.37005744527213
"1699",11.4596900224607
"1700",-3.76648937196376
"1702",1.37005744527213
"1704",-1.10693175799657
"1705",-6.02939773775038
"1707",7.71559246285465
"1709",-9.35009173126432
"1712",5.04669397339655
"1714",4.36922682474645
"1716",-0.709637159676954
"1720",8.50740453470983
"1722",-7.18709957201467
"1723",9.07182026373965
"1724",5.34986406845772
"1725",2.1618695171273
"1726",-7.03529064708763
"1727",10.714761842329
"1728",3.1727674851754
"1729",3.63605922591776
"1730",-2.26463359226087
"1731",-12.3699276966221
"1735",6.59483106047095
"1736",-5.48029421450372
"1737",4.21298802866369
"1739",4.12129897024279
"1740",3.21152499048215
"1741",4.55805199660255
"1742",-9.71845276916525
"1746",2.83593443330843
"1747",1.52886585522818
"1752",1.00416768286301
"1754",10.9035870141851
"1755",6.55186390167653
"1756",10.537697251776
"1757",-9.46140477288875
"1758",10.714761842329
"1760",6.27185683914251
"1761",2.47835739165346
"1762",1.37005744527213
"1765",-3.76648937196376
"1768",-4.16726360665693
"1772",5.47173204653318
"1776",9.98159424350028
"1777",9.07182026373965
"1778",11.4596900224607
"1780",3.75792720399322
"1781",-2.30164983918992
"1782",-2.45345876411696
"1783",1.00416768286301
"1784",6.27185683914251
"1785",0.606873084543391
"1786",-3.30485413574916
"1789",-0.593795908515324
"1790",8.51571725546398
"1791",6.07656761719431
"1793",5.63589785790557
"1795",3.3633339154092
"1796",-1.97521850482094
"1798",11.8685469436643
"1800",8.98270081919204
"1801",1.37005744527213
"1802",-0.382067579396331
"1807",7.73773382717881
"1809",-1.34264082157608
"1810",-2.8681011093894
"1812",-3.25666767105959
"1815",10.9035870141851
"1818",-5.32148580454767
"1819",10.2295220980039
"1820",4.55805199660255
"1821",0.734535787213453
"1822",4.5497392758484
"1823",-2.98062821197395
"1824",-0.827460130399466
"1826",6.1827373945949
"1828",3.63605922591776
"1829",-1.78247796226914
"1830",-7.74759993034879
"1831",7.04152754667352
"1832",4.5497392758484
"1833",0.606873084543391
"1835",-7.19849640710213
"1840",9.42109388516617
"1841",9.30752932731915
"1843",1.52886585522818
"1845",3.79486763587381
"1846",11.8685469436643
"1847",1.08902871453512
"1848",4.6552606141943
"1849",-0.979269055326509
"1850",-1.37965706850513
"1851",8.6597265978636
"1856",-7.07578653039024
"1857",-4.16726360665693
"1858",6.02392898463885
"1859",11.8685469436643
"1860",3.08386228781209
"1861",-4.73144930144297
"1862",9.07182026373965
"1864",5.04329174092758
"1865",6.35588525221894
"1869",8.14982749305486
"1870",11.6953990860402
"1871",9.07182026373965
"1872",9.79276907164419
"1873",10.9035870141851
"1874",1.89223762147775
"1876",3.07555886758364
"1877",11.6953990860402
"1878",9.34859058160116
"1880",11.6953990860402
"1881",-0.490627078532503
"1884",1.52886585522818
"1885",5.48653111408961
"1887",4.40572993344877
"1888",-2.57177129077041
"1890",11.6953990860402
"1892",-2.45345876411696
"1895",8.6597265978636
"1896",7.73773382717881
"1901",-2.45345876411696
"1903",-2.06194958986624
"1905",9.74588517992078
"1906",1.83704100900019
"1907",1.18123227341603
"1909",-8.38181765320802
"1910",6.40022046454595
"1914",6.43602265051489
"1915",7.04152754667352
"1916",2.65542198220648
"1917",-2.26463359226087
"1919",10.537697251776
"1922",1.21277604650948
"1923",4.04439831661934
"1925",-8.07551119057592
"1932",9.79276907164419
"1934",-3.55240853448168
"1937",-7.07578653039024
"1938",2.99474284326448
"1939",5.34986406845772
"1940",8.14982749305486
"1941",-3.57006213072675
"1942",6.11953477598873
"1943",11.6953990860402
"1944",7.73773382717881
"1945",4.21690476159267
"1946",-2.73009014479553
"1947",5.84990288033918
"1950",6.94592175532364
"1951",2.8299077063946
"1952",7.75253289473524
"1953",-4.16726360665693
"1954",8.67452566542003
"1955",5.34986406845772
"1958",-0.550828749720903
"1959",9.74980191284976
"1960",4.08481815825064
"1961",10.9035870141851
"1962",10.9035870141851
"1963",10.537697251776
"1965",11.8685469436643
"1966",2.47835739165346
"1967",7.51846387077011
"1972",4.7168604065586
"1973",7.73773382717881
"1974",3.08386228781209
"1975",3.08386228781209
"1977",3.90843219372083
"1978",-2.26463359226087
"1981",-4.55830144381893
"1982",6.79359969216986
"1983",0.212355611007835
"1984",8.14982749305486
"1986",-0.709637159676954
"1988",11.8685469436643
"1989",-8.19238989700002
"1990",6.27185683914251
"1997",2.1618695171273
"1998",-9.4984210198178
"1999",5.61507206343531
"2000",2.50309991905271
"2002",5.34986406845772
"2003",11.6953990860402
