,prop_dev,marg_dev
0,0,
1,0.258322258,0.258322258
2,0.41191054,0.153588283
3,0.520810542,0.108900002
4,0.630533995,0.109723452
5,0.730855096,0.100321101
6,0.824184496,0.0933294
7,0.879623998,0.055439502
8,0.948045132,0.068421135
9,0.982060006,0.034014873
10,0.992708566,0.010648561
