"","V1","V2"
"6",12.0039994585733,3.15709367670383
"23",5.12657275396229,5.59471557395247
"58",10.6713227085974,-1.26441273875966
"128",2.29802910983759,1.53874548159652
"153",-7.47147627216158,-0.353436625830597
"154",7.99946520091491,4.88134101773561
"165",11.143972659944,4.08888417976024
"184",7.16259016612517,-1.11729236249166
"196",12.0039994585733,3.15709367670383
"204",-6.78574857148153,0.800760143705858
"205",0.285163461514206,1.32032953475698
"230",7.60059999547235,-9.83292361719625
"247",10.6713227085974,-1.26441273875966
"277",5.78316292105603,-4.48321084983994
"279",8.45324167509893,-5.61645522275031
"280",10.1968940036112,-1.60520027369466
"301",-1.43666888938386,8.19641992445469
"320",8.86127075318374,-1.0629588689057
"339",5.9759412194669,0.641430878855825
"358",10.6713227085974,-1.26441273875966
"374",6.25581287240265,0.870086068679959
"378",9.73657892686228,4.48863330267675
"385",10.6713227085974,-1.26441273875966
"406",-6.77502267532637,-0.670782416331748
"407",8.86127075318374,-1.0629588689057
"411",3.30951809832575,6.40239941140393
"417",9.34425232398461,-5.8216686681406
"420",7.16259016612517,-1.11729236249166
"443",1.88883228494078,-3.06351243558054
"450",6.46219600438974,5.05247416916351
"464",7.52681524956829,-0.47195590078429
"474",2.77067906118421,6.89204240011642
"475",2.97451978075652,-7.92021409760959
"477",4.49251141208227,0.015952010418705
"479",11.143972659944,4.08888417976024
"480",-4.98004155385553,-5.72538787250179
"488",-1.43994210350583,-0.97333316508789
"499",12.0039994585733,3.15709367670383
"500",2.2250908803713,1.34749163639163
"503",0.757813412860826,6.67362645327688
"505",12.0039994585733,3.15709367670383
"519",8.48422552535537,-4.88987816508419
"525",12.0039994585733,3.15709367670383
"526",5.82813466250973,-0.526289394370254
"529",9.34425232398461,-5.8216686681406
"531",10.6695439549578,3.74809664482524
"536",-4.21813018380545,3.20267911758205
"549",8.78950027052945,-1.20545115077815
"552",12.0039994585733,3.15709367670383
"555",8.86127075318374,-1.0629588689057
"558",-5.75500578952724,5.21455588232805
