"","V1","V2"
"3",14.8424663847823,-0.501897198737528
"5",0.143974930669328,8.25094051761701
"7",-11.9692010440585,-6.09683485167148
"8",6.98159935784975,11.2509195302606
"9",9.76079259327873,-2.31788821446738
"10",3.75847891150436,9.30120462369453
"11",4.62134973633674,2.78460785155142
"12",13.3931010856036,-1.65323203785207
"13",-2.70955162740928,-1.45192499887455
"15",12.5415908861318,-2.00682424421341
"16",9.31847043978643,-3.95653915077945
"17",10.8305876577008,-1.61243985567944
"19",13.1908372792138,6.85387182302971
"21",5.3166284786504,-4.24227799279918
"22",10.1699806392582,-3.6029469444181
"24",0.10619947135559,8.45834556917323
"25",-3.77934669183133,-2.15737335766249
"26",11.7678096500508,6.13927768979277
"27",7.50173810813058,-4.16514584793022
"29",12.3571315912318,6.11467168720615
"30",10.1521761277684,-3.21733901495589
"31",1.57838103006091,-6.9080132712547
"32",-3.51315820234863,-3.06190241639777
"33",12.5415908861318,-2.00682424421341
"35",8.21267979207823,12.0503982169485
"36",9.79463600819699,-2.8478950742254
"38",13.3752965741138,-1.26762410838986
"39",2.53338968903278,9.46145528835949
"40",14.8424663847823,-0.501897198737528
"41",-1.3026196843066,-8.76418482754395
"42",2.64817609448296,-6.20256491246676
"43",6.04437736549976,3.49920198478836
"44",4.47288602472292,-5.80628194354491
"45",1.3023092548043,8.66197660167154
"48",2.13601494278624,9.4011767374951
"49",4.8015014764063,-4.95829836468866
"50",5.52669695685144,-4.10288883203769
"52",12.3055015096917,-1.9730724671778
"54",9.38122235852206,-2.76377469479398
"55",11.0036863272402,-2.86374680859455
"56",-8.54320191231211,3.20985072225633
"57",12.3055015096917,-1.9730724671778
"59",-12.3012104556857,1.76400058205029
"60",8.54468920370539,4.18956278322674
"62",-1.92081119154109,6.71226169510551
"63",0.380064307109437,8.2171887405814
"64",6.99940386933961,10.8653116007983
"66",13.1908372792138,6.85387182302971
"68",2.13601494278624,9.4011767374951
"69",-0.740685540385909,7.9138374803231
"72",12.5415908861318,-2.00682424421341
"73",-10.9449349764503,2.56855752698499
"74",13.3752965741138,-1.26762410838986
"75",7.69600647106831,-3.85656703697888
"76",9.38122235852206,-2.76377469479398
"77",12.3233060211816,-2.35868039664001
"78",8.52971215905026,-3.11736690115532
"79",5.7039664589514,-5.00680325685697
"80",7.8691051406077,-5.10787398989399
"83",14.8424663847823,-0.501897198737528
"84",7.61263243956375,-4.20397588321259
"85",0.143974930669328,8.25094051761701
"86",0.337087122620257,8.80696211088211
"87",6.77376152337345,-4.30135489806903
"88",12.5415908861318,-2.00682424421341
"89",-0.408676128758751,0.0530020466013319
"90",-2.1569005679812,6.74601347214113
"92",-15.5243309020311,-0.185714324515744
"93",9.28247485650028,12.7558465757365
"94",13.3752965741138,-1.26762410838986
"95",13.3752965741138,-1.26762410838986
"97",3.85722641352614,-6.2184166468359
"98",4.43689044143677,10.906103782971
"100",1.79560403623789,0.895171495849777
"101",-3.28202420107709,-1.0557450563108
"102",14.6063770083422,-0.468145421701911
"103",8.52971215905026,-3.11736690115532
"104",-0.235595304087348,7.80505403729041
"105",-5.19488642095978,5.16464388706912
"106",5.21067167751781,2.7600018489648
"107",13.7726713203603,-1.20734555752547
"108",12.5415908861318,-2.00682424421341
"109",13.7726713203603,-1.20734555752547
"110",1.3023092548043,8.66197660167154
"111",4.18584186520952,-5.37043306797965
"114",13.1908372792138,6.85387182302971
"115",-1.08710550355915,7.45146183092907
"116",10.8305876577008,-1.61243985567944
"117",-11.6698055003605,1.15339981272796
"118",9.28247485650028,12.7558465757365
"119",9.28247485650028,12.7558465757365
"121",-0.696712358515644,-8.61087197442172
"122",0.757615877673432,-7.8666961739457
"123",-0.147056044374425,7.510641762557
"124",4.43689044143677,10.906103782971
"125",-7.09040957477966,3.9076716642287
"130",-0.556226245485937,-0.207658451096462
"131",-5.19488642095978,5.16464388706912
"132",-3.58569067146727,-10.6547198024821
"133",-10.5461734148955,-5.38224071843455
"135",-8.04587942155787,4.31147902360803
"137",14.8424663847823,-0.501897198737528
"138",6.08851954700533,3.55033476120375
"139",13.3752965741138,-1.26762410838986
"140",8.54468920370539,4.18956278322674
"141",-0.696712358515644,-8.61087197442172
"143",1.95372566112214,-7.66306514144739
"144",-3.98161049822116,6.34973050321928
"145",-3.60626586715993,5.59467863302658
"146",-9.55485240086085,-5.11527624166154
"148",3.60318475345483,10.1669036471474
"149",14.8424663847823,-0.501897198737528
"150",-3.77934669183133,-2.15737335766249
"151",7.37897410409629,11.311198081125
"152",13.1908372792138,6.85387182302971
"156",10.9341039620688,5.40007755396921
"157",0.232514190382251,7.9565282428836
"158",9.28247485650028,12.7558465757365
"160",1.19881079530423,-7.3538997515813
"162",9.80261360678111,-2.66021880245433
"163",14.8424663847823,-0.501897198737528
"164",-7.49121135937992,4.30090701050649
"166",8.44876916851834,12.0166464399129
"167",1.57838103006091,-6.9080132712547
"169",-7.10081821433642,-11.7614267948443
"170",14.8424663847823,-0.501897198737528
"173",13.3752965741138,-1.26762410838986
"174",13.3752965741138,-1.26762410838986
"177",-0.547029520021848,-0.583508964496457
"179",11.3832565619968,-2.41786032826794
"180",10.671676915613,4.99708862512722
"181",9.28247485650028,12.7558465757365
"182",9.28247485650028,12.7558465757365
"183",10.8305876577008,-1.61243985567944
"185",13.3931010856036,-1.65323203785207
"186",14.8424663847823,-0.501897198737528
"187",3.85722641352614,-6.2184166468359
"190",8.54468920370539,4.18956278322674
"191",14.8424663847823,-0.501897198737528
"192",-9.52102683081057,3.35807584218462
"194",-1.07205698957688,-7.85582010422902
"195",13.1908372792138,6.85387182302971
"197",6.62405923827838,11.620363470991
"201",14.8424663847823,-0.501897198737528
"202",14.8424663847823,-0.501897198737528
"203",10.8305876577008,-1.61243985567944
"206",14.8424663847823,-0.501897198737528
"207",-0.147056044374425,7.510641762557
"212",14.6063770083422,-0.468145421701911
"214",12.3055015096917,-1.9730724671778
"215",6.98159935784975,11.2509195302606
"216",0.752652940663083,-7.45953713530718
"217",3.85722641352614,-6.2184166468359
"218",9.26751565671313,-3.5544420522498
"219",6.15810191217666,-4.71348960136001
"220",-6.26468148538183,4.45919552828118
"221",4.43689044143677,10.906103782971
"222",14.2268067735856,-0.914031902028514
"223",8.52971215905026,-3.11736690115532
"224",2.03251648328617,-6.61469961575774
"225",2.82125691915436,1.54948707822232
"227",3.40309096030087,-6.51173030233285
"228",13.1908372792138,6.85387182302971
"229",13.7726713203603,-1.20734555752547
"232",11.7678096500508,6.13927768979277
"233",1.3023092548043,8.66197660167154
"234",13.1908372792138,6.85387182302971
"235",7.69600647106831,-3.85656703697888
"236",10.022430522531,-3.8636074421159
"237",11.7678096500508,6.13927768979277
"238",-4.19712467896861,-9.86591615525374
