"","V1"
"1",8.14856949175163
"2",11.7264909602058
"4",-4.05302131841754
"14",-0.553102199539031
"18",11.7264909602058
"20",9.80431209384098
"28",-1.7273690451423
"34",2.80044266507939
"37",4.46654059663875
"46",9.21253444553945
"47",-1.84884578043191
"51",1.89391399056417
"53",-0.336546050205824
"61",-4.40100782066391
"65",4.74754720806734
"67",-3.86062236264409
"70",9.64243125097359
"71",8.14856949175163
"81",6.77099995363249
"82",10.7637998856183
"91",7.12847473630724
"96",-4.99143616258233
"99",5.152379441139
"112",10.7637998856183
"113",2.85973273841066
"120",8.89232064819991
"126",10.2342088992751
"127",7.72025238460877
"129",9.64243125097359
"134",1.40430689666251
"136",-0.23274950646014
"142",11.7264909602058
"147",6.06217230476794
"155",3.75759297910524
"159",11.7264909602058
"161",-0.989191065302987
"168",7.5567918434501
"171",-0.244682129394509
"172",6.23982926899803
"175",6.06450978251942
"176",11.5681580057337
"178",10.8236490698252
"188",2.08410496734704
"189",0.44692859555542
"193",4.49848880849356
"198",7.5567918434501
"199",4.83556763045034
"200",10.5294970199915
"208",6.00232312056107
"209",7.39770110951775
"210",3.49367937937513
"211",11.7264909602058
"213",6.00232312056107
"226",9.4219116345431
"231",11.7264909602058
"243",9.65941778298005
"245",11.1212746682931
"246",10.2318714215236
"249",-2.64112537586853
"250",10.9763803574321
"253",5.75608971237489
"255",5.63461297708528
"257",9.80431209384098
"260",11.7264909602058
"261",-1.1659527954531
"269",-1.46181162719818
"270",11.7264909602058
"272",9.80431209384098
"275",5.47273213421789
"276",3.67203000314268
"284",-5.80772690563204
"289",1.99905984069297
"295",9.80431209384098
"299",4.61429023455965
"306",-0.0849998685392411
"311",10.9763803574321
"312",11.1212746682931
"316",-2.95643116588034
"330",10.1720222373168
"332",-3.49681662390017
"334",-3.29377039096569
"335",-8.74687714064681
"342",3.63857369023606
"347",0.605261550027569
"348",6.5941007688626
"349",-2.51474063325118
"352",10.9763803574321
"353",9.48176081874997
"354",5.47273213421789
"355",11.5681580057337
"356",-0.889357988654588
"367",-10.4610281243911
"382",1.78647936887915
"388",-11.2055370602996
"389",2.26556834146329
"393",-0.457262601208325
"395",1.25688838253597
"396",11.7264909602058
"398",11.5681580057337
"399",5.17730511776213
"401",-5.05128534678919
"403",6.97014178183509
"408",-2.53732883212284
"409",6.3294293896723
"413",10.1720222373168
"416",6.003763923113
"425",-1.73930166807667
"432",9.80431209384098
"434",-5.89562735934607
"445",10.8236490698252
"448",-3.14873862548498
"451",10.8236490698252
"455",6.3294293896723
