,prop_dev,marg_dev
0,0,
1,0.204168439,0.204168439
2,0.358411389,0.15424295
3,0.487192718,0.128781329
4,0.631367743,0.144175025
5,0.735244355,0.103876612
6,0.827576148,0.092331794
7,0.893134623,0.065558475
8,0.954788046,0.061653422
9,0.98634913,0.031561084
10,0.995386213,0.009037083
