,prop_dev,marg_dev
0,0,
1,0.194616864,0.194616864
2,0.300707024,0.10609016
3,0.396704762,0.095997739
4,0.49110612,0.094401358
5,0.582340078,0.091233958
6,0.65990747,0.077567392
7,0.742276735,0.082369265
8,0.817182381,0.074905646
9,0.870130092,0.052947712
10,0.914144502,0.04401441
