,prop_dev,marg_dev
0,0,
1,0.198486726,0.198486726
2,0.310869917,0.112383191
3,0.401530311,0.090660394
4,0.494933775,0.093403464
5,0.584563286,0.089629512
6,0.660374798,0.075811512
7,0.740079326,0.079704527
8,0.809991438,0.069912113
9,0.867374829,0.057383391
10,0.902258989,0.03488416
