,X1,X2
1,11.18837274,5.812066502
2,-2.307350125,3.163083154
3,2.373039994,-2.526015387
4,13.03596244,-0.016093208
5,4.13506099,-5.990878992
6,12.5691602,-0.354709874
7,7.94937927,5.684897969
8,6.805101384,5.661652383
9,6.198873733,-0.009186268
10,0.067372125,2.129232994
11,5.884977124,-1.864881788
12,6.402678529,-7.236717842
13,1.83010027,2.348277039
14,-1.693486745,6.968187647
15,3.543008779,0.175440798
16,8.178090967,7.213437826
17,10.20225301,-4.604885559
18,10.61242442,-4.150991739
19,14.23931843,1.060458409
20,14.23931843,1.060458409
21,6.642075244,0.791341617
22,7.240092009,2.163994678
23,11.46287019,-0.016191073
24,8.742563859,6.307555765
25,9.009020969,1.128141952
26,7.005226981,4.926787441
27,9.405652356,5.168509078
28,6.176504926,-7.208524866
29,8.201471902,-2.519583812
30,13.67481985,-4.3206487
31,12.5691602,-0.354709874
32,8.114055084,6.145001473
33,12.95461126,5.123374023
34,4.993752693,6.098159886
35,9.036347288,5.324395874
36,12.66622619,1.060360544
37,10.47779382,5.2110243
38,14.30034375,5.31739107
39,3.185215155,6.377153505
40,13.54018926,5.041367339
41,10.29994935,0.437604883
42,12.63319608,0.713726479
43,13.32931468,-0.078686143
44,3.12641978,0.193714861
45,7.903180506,1.024947991
46,9.722251433,1.893902386
47,4.015964347,-3.777275156
48,2.288970956,7.90443107
49,6.237326756,-4.81933263
50,12.4944393,-7.92266583
51,0.763279133,8.108434419
52,6.543973407,2.9564073
53,10.29994935,0.437604883
54,5.222853466,0.260160187
55,9.171378219,6.284408044
56,2.799606246,0.830240687
57,10.18542365,-5.033278621
58,9.966024742,-7.448792161
59,9.539794866,0.161581152
60,2.7824488,7.106973192
61,4.701540205,-3.086699243
62,13.73885573,-3.252212347
63,-6.557369313,6.660128409
64,8.507889382,-2.898573477
65,-5.611024343,-1.831327112
66,1.497928623,-7.352355667
67,0.073525456,-2.162099627
68,-0.254469866,2.138110414
69,7.402229729,1.067365348
70,9.162222547,0.883013713
71,2.075429308,-7.655316017
72,12.63319608,0.713726479
73,-4.803656087,-2.252734135
74,3.417542088,2.057627908
75,7.962142598,4.906340001
76,13.60422514,6.109803692
77,11.42984009,-0.362825138
78,14.49223552,-0.532482099
79,1.700714435,7.644572708
80,13.79611692,0.259930523
81,8.373258791,6.463442562
82,7.982409374,6.031532034
83,11.23794831,5.487048031
84,13.16717696,1.017943186
85,6.456655896,-6.135037321
86,3.239229806,-3.931270571
87,6.805444883,-7.966537529
88,12.66622619,1.060360544
89,7.869031966,1.405982015
90,-2.3822139,-2.712337503
91,8.066550145,-7.732931156
92,13.60422514,6.109803692
93,14.30034375,5.31739107
94,0.196123092,-7.534299472
95,10.12816246,-8.545421491
96,9.946351037,6.463540427
97,13.60422514,6.109803692
98,10.03459231,4.410496415
99,9.603830749,1.230017505
100,12.63319608,0.713726479
101,7.481946677,1.718861278
102,11.06757677,1.468669134
103,8.742995041,5.38698881
104,14.93543703,0.268045787
105,2.933280135,-2.336801844
106,10.04074564,0.119163794
107,13.60422514,6.109803692
108,13.60422514,6.109803692
109,1.110308273,0.341925846
110,14.43497434,-4.044624969
111,4.62889163,4.337275948
112,12.66622619,1.060360544
113,-11.2512291,3.206354776
114,4.476812427,5.40066111
115,10.32089661,1.192651339
116,9.597544132,-0.681364091
117,3.2020818,-4.60455803
118,2.990330066,1.997016156
119,4.466081645,6.396665119
120,9.768506563,1.690121009
121,7.075821689,-5.503664951
122,12.40702248,0.741919455
123,4.895303158,6.992767696
124,10.03459231,4.410496415
125,14.23931843,1.060458409
126,7.011380312,0.635454821
127,10.79643091,1.74375041
128,13.32931468,-0.078686143
129,9.039332169,-4.151089604
130,2.362684497,7.23319411
131,14.93543703,0.268045787
132,11.27097841,5.833682096
133,12.03771741,0.897806252
134,14.43497434,-4.044624969
135,10.29994935,0.437604883
136,3.843156407,3.044853321
137,3.912313846,0.019554001
138,1.490632371,0.901397033
139,14.23931843,1.060458409
140,6.624615528,-3.264471468
141,5.680573917,-0.730343398
142,12.63319608,0.713726479
143,14.99947292,1.33648214
144,8.532120463,0.266935328
145,13.16717696,1.017943186
146,13.32931468,-0.078686143
147,8.400474753,0.153465889
148,8.208582977,6.003339058
149,10.10478153,1.187600147
150,1.713723395,-3.331594464
151,11.2099531,1.576749435
152,-0.098113376,1.460001152
153,8.422774076,1.496103963
154,11.3725789,-3.874968008
155,2.301602911,-7.683508993
156,7.276641604,-3.255711047
157,5.872060199,0.627339557
158,8.325708089,0.081033544
159,11.8730416,0.437702748
160,7.63703645,-2.533020191
161,-1.622059416,-2.436313772
162,14.35026618,0.969302769
163,1.801361222,1.744140146
164,12.47105836,1.810355808
165,4.167638057,2.366895807
166,14.99947292,1.33648214
167,9.377657147,1.258210482
168,14.93543703,0.268045787
169,3.867489277,-4.319137656
170,2.7824488,7.106973192
171,-0.112753749,-2.954230883
172,13.60422514,6.109803692
173,14.93543703,0.268045787
174,12.17993605,-0.053557239
175,14.93543703,0.268045787
176,4.178102067,-4.873904485
177,-5.28791804,-6.647163887
178,6.896643354,-4.013753553
179,12.5691602,-0.354709874
180,2.396833037,6.852160086
181,12.7978719,1.173829983
182,10.29994935,0.437604883
183,14.35026618,0.969302769
184,-4.481814095,-2.261611555
185,13.38329205,1.022994378
186,14.93543703,0.268045787
187,14.49223552,-0.532482099
188,10.80090013,0.395187525
189,14.30034375,5.31739107
190,9.949335918,-3.011945051
191,12.63319608,0.713726479
192,14.23931843,1.060458409
193,-2.838686482,6.658555956
194,3.478567402,6.314560569
195,9.096593355,-0.638946733
196,4.955549224,1.029425089
197,5.963893336,5.527297004
198,3.056633718,-8.175933408
199,10.80090013,0.395187525
200,5.287448439,-7.592622962
201,6.839593423,-8.347571553
202,13.79611692,0.259930523
203,12.84407066,5.833779961
204,11.98398935,0.346547108
205,11.46287019,-0.016191073
206,10.06028367,-3.103100691
207,10.7094904,-2.735921321
208,10.64246964,5.671127804
209,14.30034375,5.31739107
210,14.99947292,1.33648214
211,10.67344973,0.105940922
212,-5.590757567,-0.706135079
213,-3.634021784,3.090146786
214,7.771534796,0.911478552
215,11.46287019,-0.016191073
216,2.772390284,7.14021736
217,-1.771888663,1.805918936
218,8.844164345,-3.401094339
219,2.42769376,-7.417920745
220,1.801361222,1.744140146
221,14.93543703,0.268045787
222,7.093352888,5.647433938
223,14.23931843,1.060458409
224,10.13781163,1.534234213
225,9.384217257,1.189581331
226,5.852352514,-9.419071978
227,14.93543703,0.268045787
228,7.792482059,1.666525007
229,13.75505648,-3.333971343
230,-1.12983054,-3.238651243
231,12.5691602,-0.354709874
232,4.444778707,-3.800422877
233,-2.19771357,1.9107271
234,8.975321975,1.067463213
235,10.04074564,0.119163794
236,3.785927478,6.370171154
237,6.333198403,5.371410207
238,12.12595869,-1.15523776
239,7.075821689,-5.503664951
240,12.4944393,-7.92266583
241,11.71090388,1.534332077
242,7.169902795,5.386890945
243,4.167638057,2.366895807
244,13.60422514,6.109803692
245,13.60422514,6.109803692
246,6.479937525,1.887970947
247,8.742995041,5.38698881
248,2.774214979,1.991964965
249,-2.230540191,3.43183346
250,-7.521722214,-7.312134776
251,13.60422514,6.109803692
252,-3.5845065,-1.877191813
253,9.401183137,6.517071962
254,8.954216863,0.243587836
255,7.136872691,5.04025688
256,10.29994935,0.437604883
257,12.4944393,-7.92266583
258,2.296158668,5.993055409
259,-2.017840918,3.403634548
260,13.75505648,-3.333971343
261,3.24510943,-3.629754144
262,7.804996083,0.337545662
263,13.16717696,1.017943186
264,3.816055814,6.581139486
265,10.76675159,0.77622155
266,10.02957255,-2.025267695
267,8.022682643,-8.39621197
268,12.5691602,-0.354709874
269,-1.858903239,3.317378352
270,-0.226811644,-7.209635325
271,-5.343720102,-2.600592013
272,11.23794831,5.487048031
273,14.99947292,1.33648214
274,12.66622619,1.060360544
275,14.93543703,0.268045787
276,12.84407066,5.833779961
277,5.680168423,6.477212726
278,13.75505648,-3.333971343
279,5.510310926,2.3564182
280,7.771534796,0.911478552
281,10.56857319,4.714713122
282,12.5691602,-0.354709874
283,9.966024742,-7.448792161
284,3.731399562,-2.515836361
285,9.949335918,-3.011945051
286,14.49223552,-0.532482099
287,5.498323018,-2.47256948
288,14.49223552,-0.532482099
289,-4.694513368,-2.233412643
290,14.30034375,5.31739107
291,11.90655978,-3.5707513
292,1.683337831,6.739236659
293,1.579092804,6.030421575
294,12.63319608,0.713726479
295,12.12595869,-1.15523776
296,4.201077508,-7.399369999
297,9.076480175,-3.477802144
298,8.400474753,0.153465889
299,3.403154937,1.233952302
300,10.04074564,0.119163794
301,10.57485981,6.626094718
302,-2.390447722,-7.82734573
303,-2.832806858,6.960072383
304,11.96382097,-0.05860843
305,2.914664379,-6.67414854
306,4.827558104,-3.956303738
307,1.224337764,-8.494472361
308,9.872454593,5.507125744
309,6.544628205,-3.700727447
310,12.4944393,-7.92266583
311,7.722292845,4.889421275
312,9.768506563,1.690121009
313,14.99947292,1.33648214
314,12.53549974,-4.328763963
315,13.67481985,-4.3206487
316,1.054727111,-8.152883552
317,0.277415181,-2.152174778
318,3.094278096,5.814020892
319,1.230624382,-6.583090765
320,0.907393481,-2.557312855
321,-3.813332599,3.02356481
322,7.075416195,1.703891174
323,11.7983207,-7.130253208
324,3.339607134,-4.189572164
325,2.561515706,2.020163877
326,0.137561339,-1.093663274
327,14.99947292,1.33648214
328,5.360785793,2.285011222
329,14.93543703,0.268045787
330,7.522510747,-8.003903695
331,2.166737792,7.633298457
332,0.365302562,-6.955321327
333,3.478567402,6.314560569
334,14.99947292,1.33648214
335,10.76675159,0.77622155
336,6.531864877,-2.922169479
337,2.606872095,-8.907832143
338,7.522510747,-8.003903695
339,-1.842992511,-7.523123087
340,6.065894162,6.140675108
341,11.85558188,-3.618110338
342,4.920013938,6.201188995
343,14.93543703,0.268045787
344,7.402229729,1.067365348
345,-1.693486745,6.968187647
346,7.903180506,1.024947991
347,8.400474753,0.153465889
348,0.347389808,-2.999993679
349,14.49223552,-0.532482099
350,10.61242442,-4.150991739
351,9.425269163,-5.309302352
352,6.025673592,2.23525017
353,2.007907164,6.007273855
354,6.52509018,-0.478462962
355,-1.629450862,8.036624
356,4.873815174,1.541239017
357,-1.124880538,-0.534105366
358,7.417936483,6.937414095
359,3.921466643,-3.217457136
360,14.23931843,1.060458409
361,12.0686975,-4.66738063
362,4.393811659,2.338702831
363,9.509302856,1.371679921
364,11.01177471,5.515241008
365,14.93543703,0.268045787
366,-8.93118793,4.153798153
367,6.589126063,0.589973391
368,9.33023989,0.08790081
369,14.93543703,0.268045787
370,9.451105575,2.168983661
371,6.993709341,-2.598683135
372,13.75505648,-3.333971343
373,11.77192919,5.791264739
374,4.80362596,4.764135284
375,14.49223552,-0.532482099
376,7.952087935,2.034240422
377,1.014594224,0.649314466
378,6.376287024,5.684800104
379,10.29994935,0.437604883
380,4.11366069,1.265215286
381,0.373536383,-1.8403131
382,14.99947292,1.33648214
383,14.49223552,-0.532482099
384,6.338642646,-8.305154195
385,14.99947292,1.33648214
386,10.29994935,0.437604883
387,12.99490199,-3.609995074
388,10.32089661,1.192651339
389,13.54018926,5.041367339
390,-1.835888291,6.291899496
391,14.93543703,0.268045787
392,11.73428481,-8.198689561
393,12.5691602,-0.354709874
394,10.26945734,1.647703652
395,4.846471761,-6.63943836
396,-0.075137934,-1.065464362
397,5.99993401,2.685434761
398,12.40702248,0.741919455
399,12.53549974,-4.328763963
400,13.16717696,1.017943186
401,-0.854503732,1.928767212
402,6.769404209,-5.124675286
403,3.583141666,-8.626757221
404,13.60422514,6.109803692
405,10.12816246,-8.545421491
406,-2.731002888,-0.880837296
407,11.8730416,0.437702748
408,-2.673741703,2.631305574
409,-0.512520413,7.133772414
410,-4.742630773,2.004198526
411,0.40611345,6.517461699
412,8.924806466,-9.621973107
413,-1.909087787,6.860720826
414,-2.3822139,-2.712337503
415,4.11366069,1.265215286
416,4.113909994,1.815636664
417,9.932506558,-3.440338113
418,14.99947292,1.33648214
419,11.21044118,-2.778338678
420,6.72404782,5.803320734
421,10.29994935,0.437604883
422,12.34360796,1.521109205
423,6.839593423,-8.347571553
424,4.584227055,2.348621744
425,-5.138932537,-6.112375998
426,9.33023989,0.08790081
427,-3.976355198,7.062017959
428,-6.033959079,-1.506662964
429,5.945956643,1.58375424
430,6.642075244,0.791341617
431,6.5681788,-0.165073065
432,-3.923530991,2.849595391
