,prop_dev,marg_dev
0,0,
1,0.16169244,0.16169244
2,0.288495838,0.126803399
3,0.408920815,0.120424976
4,0.518180595,0.10925978
5,0.607799256,0.089618661
6,0.691044022,0.083244766
7,0.768084803,0.07704078
8,0.837111557,0.069026754
9,0.890479035,0.053367479
10,0.93039581,0.039916775
