,prop_dev,marg_dev
0,0,
1,0.203539691,0.203539691
2,0.300576754,0.097037064
3,0.408150495,0.107573741
4,0.502468903,0.094318408
5,0.582755344,0.080286441
6,0.660022759,0.077267415
7,0.732788114,0.072765356
8,0.79704746,0.064259346
9,0.862848837,0.065801377
10,0.907118056,0.044269219
