,prop_dev,marg_dev
0,0,
1,0.177991319,0.177991319
2,0.280263868,0.102272548
3,0.369581501,0.089317633
4,0.464303637,0.094722136
5,0.550115916,0.085812279
6,0.64274018,0.092624264
7,0.736738009,0.093997829
8,0.814134992,0.077396983
9,0.883931263,0.069796271
10,0.943656975,0.059725712
