,prop_dev,marg_dev
0,0,
1,0.177425757,0.177425757
2,0.324040784,0.146615027
3,0.480602431,0.156561647
4,0.619606567,0.139004137
5,0.737837682,0.118231114
6,0.808118248,0.070280566
7,0.886252291,0.078134043
8,0.943648154,0.057395863
9,0.973656661,0.030008507
10,0.986041894,0.012385233
